id,host,output,model,kind,state,parent_experiment_id,review_family,review_decision,batch,input_batch_target,input_batch_policy,ce_tokens,ce_token_budget,optimizer_updates,data_sha256,tokenizer_sha256,audit_findings,limitations
exp-703c4c2596aa,local,preview-quickstart-3090-v1/minikimik3/pretrain,minikimik3,training,complete,,source-integration,integration_only,2,,legacy_whole_microbatch,224,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""小配置和生成 fixture 数据仅用于外部用户安装/执行验收，不作为架构优劣或模型能力证据""]"
exp-0ec9860c2b03,local,preview-quickstart-3090-v1/minikimik3/sft,minikimik3,training,complete,,source-integration,integration_only,2,,legacy_whole_microbatch,36,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""小配置和生成 fixture 数据仅用于外部用户安装/执行验收，不作为架构优劣或模型能力证据""]"
exp-b3f89524d63f,local,preview-quickstart-3090-v1/miniqwen4/pretrain,miniqwen4,training,complete,,source-integration,integration_only,2,,legacy_whole_microbatch,224,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""小配置和生成 fixture 数据仅用于外部用户安装/执行验收，不作为架构优劣或模型能力证据""]"
exp-49a3c6df63c4,local,preview-quickstart-3090-v1/miniqwen4/sft,miniqwen4,training,complete,,source-integration,integration_only,2,,legacy_whole_microbatch,36,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""小配置和生成 fixture 数据仅用于外部用户安装/执行验收，不作为架构优劣或模型能力证据""]"
exp-15bb1cd54dab,local,preview-quickstart-cpu-v1/minideepseekv4/pretrain,minideepseekv4,training,complete,,source-integration,integration_only,2,,legacy_whole_microbatch,224,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""小配置和生成 fixture 数据仅用于外部用户安装/执行验收，不作为架构优劣或模型能力证据""]"
exp-32aba585f747,local,preview-quickstart-cpu-v1/minideepseekv4/sft,minideepseekv4,training,complete,,source-integration,integration_only,2,,legacy_whole_microbatch,36,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""小配置和生成 fixture 数据仅用于外部用户安装/执行验收，不作为架构优劣或模型能力证据""]"
exp-765a44f562ae,local,preview-quickstart-cpu-v1/minikimik3/pretrain,minikimik3,training,complete,,source-integration,integration_only,2,,legacy_whole_microbatch,224,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""小配置和生成 fixture 数据仅用于外部用户安装/执行验收，不作为架构优劣或模型能力证据""]"
exp-60e731c8bbbf,local,preview-quickstart-cpu-v1/minikimik3/sft,minikimik3,training,complete,,source-integration,integration_only,2,,legacy_whole_microbatch,36,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""小配置和生成 fixture 数据仅用于外部用户安装/执行验收，不作为架构优劣或模型能力证据""]"
exp-01e105a0942f,local,preview-quickstart-cpu-v1/miniqwen4/pretrain,miniqwen4,training,complete,,source-integration,integration_only,2,,legacy_whole_microbatch,224,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""小配置和生成 fixture 数据仅用于外部用户安装/执行验收，不作为架构优劣或模型能力证据""]"
exp-85a965552f56,local,preview-quickstart-cpu-v1/miniqwen4/sft,miniqwen4,training,complete,,source-integration,integration_only,2,,legacy_whole_microbatch,36,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""小配置和生成 fixture 数据仅用于外部用户安装/执行验收，不作为架构优劣或模型能力证据""]"
exp-4aa69f14ff4c,local,public-readme-check/indexer,minifrontier1,training,budget_complete_unqualified,,mf1-integration,integration_only,,64,mf1_whole_example,0,,2,4e811f528eee8a887d98a01ca8a3241db100e18b0e6ac24cc3d5e780f0e02e98,98709625a9b309859e514a0e45f934025d45fa50fbb94af5d43245a4bb150dcf,[],"[""fixture 运行不能证明正式 RL、教师资格或草稿加速"", ""台账条数包含阶段和安装用例，不等于独立科学试验数""]"
exp-7d4f88e3c65f,local,public-readme-check/p2,minifrontier1,training,budget_complete_unqualified,,mf1-integration,integration_only,,64,mf1_whole_example,27,,2,4e811f528eee8a887d98a01ca8a3241db100e18b0e6ac24cc3d5e780f0e02e98,98709625a9b309859e514a0e45f934025d45fa50fbb94af5d43245a4bb150dcf,[],"[""fixture 运行不能证明正式 RL、教师资格或草稿加速"", ""台账条数包含阶段和安装用例，不等于独立科学试验数""]"
exp-664f7e0e19e2,local,public-readme-check/pilot,minifrontier1,training,budget_complete_unqualified,,mf1-integration,integration_only,,64,mf1_whole_example,128,,8,4e811f528eee8a887d98a01ca8a3241db100e18b0e6ac24cc3d5e780f0e02e98,98709625a9b309859e514a0e45f934025d45fa50fbb94af5d43245a4bb150dcf,[],"[""fixture 运行不能证明正式 RL、教师资格或草稿加速"", ""台账条数包含阶段和安装用例，不等于独立科学试验数""]"
exp-0586f654eafa,local,public-readme-check/sft,minifrontier1,training,budget_complete_unqualified,,mf1-integration,integration_only,,64,mf1_whole_example,37,,2,4e811f528eee8a887d98a01ca8a3241db100e18b0e6ac24cc3d5e780f0e02e98,98709625a9b309859e514a0e45f934025d45fa50fbb94af5d43245a4bb150dcf,[],"[""fixture 运行不能证明正式 RL、教师资格或草稿加速"", ""台账条数包含阶段和安装用例，不等于独立科学试验数""]"
exp-1149f829610d,local,strategy-batch-controlled-v1/trials/minikimik3/grouped-mb128,minikimik3,sweep,complete,,bounded-batch-verification,verification_only,,,legacy_whole_microbatch,1045978,1000000,16,,,[],"[""新源码与旧源码结果不能混合归因"", ""短测不选择长期配方""]"
exp-8fef6c49a423,local,strategy-batch-controlled-v1/trials/minikimik3/grouped-mb128/real/mb128,minikimik3,training,complete,exp-1149f829610d,bounded-batch-verification,verification_only,128,65536,sample-bounded,1045978,1000000,16,c0884a102fd5f3dce0002c1e21a9c4acf2d5b241a56638976e4c3a04eb20e78d,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,[],"[""新源码与旧源码结果不能混合归因"", ""短测不选择长期配方""]"
exp-9e8512ddb063,local,strategy-batch-controlled-v1/trials/minikimik3/grouped-mb16,minikimik3,sweep,complete,,bounded-batch-verification,verification_only,,,legacy_whole_microbatch,1045978,1000000,16,,,[],"[""新源码与旧源码结果不能混合归因"", ""短测不选择长期配方""]"
exp-e508051955ef,local,strategy-batch-controlled-v1/trials/minikimik3/grouped-mb16/real/mb16,minikimik3,training,complete,exp-9e8512ddb063,bounded-batch-verification,verification_only,16,65536,sample-bounded,1045978,1000000,16,c0884a102fd5f3dce0002c1e21a9c4acf2d5b241a56638976e4c3a04eb20e78d,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,[],"[""新源码与旧源码结果不能混合归因"", ""短测不选择长期配方""]"
exp-43c844301dc7,local,strategy-batch-controlled-v1/trials/minikimik3/mb128,minikimik3,sweep,complete,,bounded-batch-verification,verification_only,,,legacy_whole_microbatch,1045978,1000000,16,,,[],"[""新源码与旧源码结果不能混合归因"", ""短测不选择长期配方""]"
exp-e4985ffeeddb,local,strategy-batch-controlled-v1/trials/minikimik3/mb128/real/mb128,minikimik3,training,complete,exp-43c844301dc7,bounded-batch-verification,verification_only,128,65536,sample-bounded,1045978,1000000,16,c0884a102fd5f3dce0002c1e21a9c4acf2d5b241a56638976e4c3a04eb20e78d,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,[],"[""新源码与旧源码结果不能混合归因"", ""短测不选择长期配方""]"
exp-38769bd94fea,local,strategy-batch-controlled-v1/trials/minikimik3/mb16,minikimik3,sweep,complete,,bounded-batch-verification,verification_only,,,legacy_whole_microbatch,1045978,1000000,16,,,[],"[""新源码与旧源码结果不能混合归因"", ""短测不选择长期配方""]"
exp-c54362fdd4bf,local,strategy-batch-controlled-v1/trials/minikimik3/mb16/real/mb16,minikimik3,training,complete,exp-38769bd94fea,bounded-batch-verification,verification_only,16,65536,sample-bounded,1045978,1000000,16,c0884a102fd5f3dce0002c1e21a9c4acf2d5b241a56638976e4c3a04eb20e78d,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,[],"[""新源码与旧源码结果不能混合归因"", ""短测不选择长期配方""]"
exp-7dc003e4b22d,local,strategy-batch-frontier-gpu-v1/trials/minifrontier1/bounds,minifrontier1,sweep,complete,,batch-screens,execution_evidence_only,,,mf1_whole_example,0,0,0,,,[],"[""合成固定 input 更新与真实非 padding 累积必须分开"", ""1M CE / 32 例验证只能筛异常，不能冻结训练配方"", ""主机确认不能替代同机受控对照"", ""MF1 benchmark 的 microbatch 不能自动用于 MF1 trainer""]"
exp-c4f276647c49,local,strategy-batch-frontier-gpu-v1/trials/minifrontier1/bounds/measurement,minifrontier1,synthetic,complete,exp-7dc003e4b22d,batch-screens,execution_evidence_only,,,mf1_whole_example,0,,0,,,[],"[""合成固定 input 更新与真实非 padding 累积必须分开"", ""1M CE / 32 例验证只能筛异常，不能冻结训练配方"", ""主机确认不能替代同机受控对照"", ""MF1 benchmark 的 microbatch 不能自动用于 MF1 trainer""]"
exp-ccef2312367c,local,strategy-batch-host-gpu-v1/trials/minideepseekv4,minideepseekv4,sweep,complete,,batch-screens,execution_evidence_only,,,legacy_whole_microbatch,1002551,1000000,42,,,[],"[""合成固定 input 更新与真实非 padding 累积必须分开"", ""1M CE / 32 例验证只能筛异常，不能冻结训练配方"", ""主机确认不能替代同机受控对照"", ""MF1 benchmark 的 microbatch 不能自动用于 MF1 trainer""]"
exp-378c65e01fe3,local,strategy-batch-host-gpu-v1/trials/minideepseekv4/real/mb32,minideepseekv4,training,complete,exp-ccef2312367c,batch-screens,execution_evidence_only,32,16384,legacy_whole_microbatch,1002551,1000000,42,4fd93e0b8d2e8bcebfcc8ffa71c592653d1ac91402fb3c856f6dc4ece6b33520,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""deepseek_muon_lr_argument_unused"", ""whole_microbatch_global_batch_overshoot""]","[""合成固定 input 更新与真实非 padding 累积必须分开"", ""1M CE / 32 例验证只能筛异常，不能冻结训练配方"", ""主机确认不能替代同机受控对照"", ""MF1 benchmark 的 microbatch 不能自动用于 MF1 trainer""]"
exp-b61b60c1c467,local,strategy-batch-host-gpu-v1/trials/minikimik3,minikimik3,sweep,complete,,batch-screens,execution_evidence_only,,,legacy_whole_microbatch,1004508,1000000,21,,,[],"[""合成固定 input 更新与真实非 padding 累积必须分开"", ""1M CE / 32 例验证只能筛异常，不能冻结训练配方"", ""主机确认不能替代同机受控对照"", ""MF1 benchmark 的 microbatch 不能自动用于 MF1 trainer""]"
exp-4cb755d055e1,local,strategy-batch-host-gpu-v1/trials/minikimik3/real/mb128,minikimik3,training,complete,exp-b61b60c1c467,batch-screens,execution_evidence_only,128,16384,legacy_whole_microbatch,1004508,1000000,21,c0884a102fd5f3dce0002c1e21a9c4acf2d5b241a56638976e4c3a04eb20e78d,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""whole_microbatch_global_batch_overshoot""]","[""合成固定 input 更新与真实非 padding 累积必须分开"", ""1M CE / 32 例验证只能筛异常，不能冻结训练配方"", ""主机确认不能替代同机受控对照"", ""MF1 benchmark 的 microbatch 不能自动用于 MF1 trainer""]"
exp-be939f34c6ac,local,strategy-batch-host-gpu-v1/trials/miniqwen4,miniqwen4,sweep,complete,,batch-screens,execution_evidence_only,,,legacy_whole_microbatch,1017954,1000000,43,,,[],"[""合成固定 input 更新与真实非 padding 累积必须分开"", ""1M CE / 32 例验证只能筛异常，不能冻结训练配方"", ""主机确认不能替代同机受控对照"", ""MF1 benchmark 的 microbatch 不能自动用于 MF1 trainer""]"
exp-426de98d745f,local,strategy-batch-host-gpu-v1/trials/miniqwen4/real/mb64,miniqwen4,training,complete,exp-be939f34c6ac,batch-screens,execution_evidence_only,64,16384,legacy_whole_microbatch,1017954,1000000,43,c66c42fd7bc99a1b46e61b47fe613228882820a6d3500a63b7ece3ab9063571d,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""whole_microbatch_global_batch_overshoot""]","[""合成固定 input 更新与真实非 padding 累积必须分开"", ""1M CE / 32 例验证只能筛异常，不能冻结训练配方"", ""主机确认不能替代同机受控对照"", ""MF1 benchmark 的 microbatch 不能自动用于 MF1 trainer""]"
exp-061092a1aa5e,local,strategy-batch16-gpu-v1/minideepseekv4/seed-42,minideepseekv4,training,running,,source-batch16,finish_exploratory_no_auto_promotion,16,16384,legacy_whole_microbatch,14077190,20000000,760,4fd93e0b8d2e8bcebfcc8ffa71c592653d1ac91402fb3c856f6dc4ece6b33520,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""deepseek_muon_lr_argument_unused"", ""whole_microbatch_global_batch_overshoot""]","[""实际全局 input batch 随完整 microbatch 越界；不是固定全局 batch 的纯性能对照"", ""旧 WSD 候选仅供同版本研究""]"
exp-3d02d503debf,local,strategy-batch16-gpu-v1/minikimik3/seed-42,minikimik3,training,running,,source-batch16,finish_exploratory_no_auto_promotion,16,16384,legacy_whole_microbatch,14799187,20000000,800,c0884a102fd5f3dce0002c1e21a9c4acf2d5b241a56638976e4c3a04eb20e78d,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""whole_microbatch_global_batch_overshoot""]","[""实际全局 input batch 随完整 microbatch 越界；不是固定全局 batch 的纯性能对照"", ""旧 WSD 候选仅供同版本研究""]"
exp-e11371e4748a,local,strategy-batch16-gpu-v1/miniqwen4/seed-42,miniqwen4,training,running,,source-batch16,finish_exploratory_no_auto_promotion,16,16384,legacy_whole_microbatch,5351628,20000000,290,c66c42fd7bc99a1b46e61b47fe613228882820a6d3500a63b7ece3ab9063571d,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""whole_microbatch_global_batch_overshoot""]","[""实际全局 input batch 随完整 microbatch 越界；不是固定全局 batch 的纯性能对照"", ""旧 WSD 候选仅供同版本研究""]"
exp-d43653b7bf95,local,strategy-diagnostics-v2/minideepseekv4,minideepseekv4,training,complete,,source-learnability,retain_diagnostic,4,,legacy_whole_microbatch,500735,500000,468,91051d741ec19bfe7ff300690d17ac147c367d192faabd352ebd7d48995e1360,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""deepseek_muon_lr_argument_unused""]","[""训练题记忆不证明留出泛化"", ""重置优化器的扩展诊断是独立分支""]"
exp-6fb5b12b2b33,local,strategy-diagnostics-v2/minikimik3,minikimik3,training,complete,,source-learnability,retain_diagnostic,4,,legacy_whole_microbatch,500450,500000,576,ad6537cb00304e015fc01be27616743374532613fda3525dd1f011ef1783888f,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,[],"[""训练题记忆不证明留出泛化"", ""重置优化器的扩展诊断是独立分支""]"
exp-cf3359c251c3,local,strategy-diagnostics-v2/miniqwen4,miniqwen4,training,complete,,source-learnability,retain_diagnostic,4,,legacy_whole_microbatch,500450,500000,576,2a0f0da8bd8df4c19f79c4a9ed8a6d4a666562c96dc759b3a5934bbfbd61f7b8,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,[],"[""训练题记忆不证明留出泛化"", ""重置优化器的扩展诊断是独立分支""]"
exp-61ba1f03b8e2,local,strategy-diagnostics-v2/miniqwen4-extension-1m,miniqwen4,training,complete,,source-learnability,retain_diagnostic,16,,legacy_whole_microbatch,500450,500000,576,2a0f0da8bd8df4c19f79c4a9ed8a6d4a666562c96dc759b3a5934bbfbd61f7b8,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,[],"[""训练题记忆不证明留出泛化"", ""重置优化器的扩展诊断是独立分支""]"
exp-822bc0ffeae0,local,strategy-recipe-pilots-v2/minideepseekv4/adamw-20m,minideepseekv4,training,complete,,source-recipe-v2,retain_conditional_evidence,1,16384,legacy_whole_microbatch,20013084,20000000,1195,4fd93e0b8d2e8bcebfcc8ffa71c592653d1ac91402fb3c856f6dc4ece6b33520,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,[],"[""WSD/400K warmup 是本地共同对照，不能称为 Kimi 官方配方"", ""单种子和单因素结果不能直接合并为最优配方"", ""共卡与独占吞吐不可直接比较"", ""主动停止的 Qwen MTP 0.2 未完成预算""]"
exp-bb1034870c46,local,strategy-recipe-pilots-v2/minideepseekv4/muon-20m,minideepseekv4,training,complete,,source-recipe-v2,retain_conditional_evidence,1,16384,legacy_whole_microbatch,20013084,20000000,1195,4fd93e0b8d2e8bcebfcc8ffa71c592653d1ac91402fb3c856f6dc4ece6b33520,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""deepseek_muon_lr_argument_unused""]","[""WSD/400K warmup 是本地共同对照，不能称为 Kimi 官方配方"", ""单种子和单因素结果不能直接合并为最优配方"", ""共卡与独占吞吐不可直接比较"", ""主动停止的 Qwen MTP 0.2 未完成预算""]"
exp-34a6518bc034,local,strategy-recipe-pilots-v2/minikimik3/adamw-20m,minikimik3,training,complete,,source-recipe-v2,retain_conditional_evidence,1,16384,legacy_whole_microbatch,20010912,20000000,1199,c0884a102fd5f3dce0002c1e21a9c4acf2d5b241a56638976e4c3a04eb20e78d,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,[],"[""WSD/400K warmup 是本地共同对照，不能称为 Kimi 官方配方"", ""单种子和单因素结果不能直接合并为最优配方"", ""共卡与独占吞吐不可直接比较"", ""主动停止的 Qwen MTP 0.2 未完成预算""]"
exp-e8f2aad8f945,local,strategy-recipe-pilots-v2/minikimik3/muon-20m,minikimik3,training,complete,,source-recipe-v2,retain_conditional_evidence,1,16384,legacy_whole_microbatch,20010912,20000000,1199,c0884a102fd5f3dce0002c1e21a9c4acf2d5b241a56638976e4c3a04eb20e78d,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,[],"[""WSD/400K warmup 是本地共同对照，不能称为 Kimi 官方配方"", ""单种子和单因素结果不能直接合并为最优配方"", ""共卡与独占吞吐不可直接比较"", ""主动停止的 Qwen MTP 0.2 未完成预算""]"
exp-d7556437de68,local,strategy-recipe-pilots-v2/miniqwen4-after-q0-extension/adamw-20m,miniqwen4,training,complete,,source-recipe-v2,retain_conditional_evidence,1,16384,legacy_whole_microbatch,20012550,20000000,1198,c66c42fd7bc99a1b46e61b47fe613228882820a6d3500a63b7ece3ab9063571d,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,[],"[""WSD/400K warmup 是本地共同对照，不能称为 Kimi 官方配方"", ""单种子和单因素结果不能直接合并为最优配方"", ""共卡与独占吞吐不可直接比较"", ""主动停止的 Qwen MTP 0.2 未完成预算""]"
exp-6a09c71b7275,local,strategy-recipe-pilots-v2/miniqwen4-after-q0-extension/muon-20m,miniqwen4,training,complete,,source-recipe-v2,retain_conditional_evidence,1,16384,legacy_whole_microbatch,20012550,20000000,1198,c66c42fd7bc99a1b46e61b47fe613228882820a6d3500a63b7ece3ab9063571d,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,[],"[""WSD/400K warmup 是本地共同对照，不能称为 Kimi 官方配方"", ""单种子和单因素结果不能直接合并为最优配方"", ""共卡与独占吞吐不可直接比较"", ""主动停止的 Qwen MTP 0.2 未完成预算""]"
exp-b4326e164d9d,local,strategy-shared-gpu-v2/minideepseekv4/mtp-0,minideepseekv4,training,complete,,source-recipe-v2,retain_conditional_evidence,2,16384,legacy_whole_microbatch,20013084,20000000,1195,4fd93e0b8d2e8bcebfcc8ffa71c592653d1ac91402fb3c856f6dc4ece6b33520,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""deepseek_muon_lr_argument_unused"", ""whole_microbatch_global_batch_overshoot""]","[""WSD/400K warmup 是本地共同对照，不能称为 Kimi 官方配方"", ""单种子和单因素结果不能直接合并为最优配方"", ""共卡与独占吞吐不可直接比较"", ""主动停止的 Qwen MTP 0.2 未完成预算""]"
exp-215a61142a4a,local,strategy-shared-gpu-v2/minideepseekv4/mtp-0.1,minideepseekv4,training,complete,,source-recipe-v2,retain_conditional_evidence,2,16384,legacy_whole_microbatch,20013084,20000000,1195,4fd93e0b8d2e8bcebfcc8ffa71c592653d1ac91402fb3c856f6dc4ece6b33520,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""deepseek_muon_lr_argument_unused"", ""whole_microbatch_global_batch_overshoot""]","[""WSD/400K warmup 是本地共同对照，不能称为 Kimi 官方配方"", ""单种子和单因素结果不能直接合并为最优配方"", ""共卡与独占吞吐不可直接比较"", ""主动停止的 Qwen MTP 0.2 未完成预算""]"
exp-5ceb7e5c50d3,local,strategy-shared-gpu-v2/minikimik3/mtp-0,minikimik3,training,complete,,source-recipe-v2,retain_conditional_evidence,2,16384,legacy_whole_microbatch,20010912,20000000,1199,c0884a102fd5f3dce0002c1e21a9c4acf2d5b241a56638976e4c3a04eb20e78d,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""whole_microbatch_global_batch_overshoot""]","[""WSD/400K warmup 是本地共同对照，不能称为 Kimi 官方配方"", ""单种子和单因素结果不能直接合并为最优配方"", ""共卡与独占吞吐不可直接比较"", ""主动停止的 Qwen MTP 0.2 未完成预算""]"
exp-501efe323c61,local,strategy-shared-gpu-v2/minikimik3/mtp-0.2,minikimik3,training,complete,,source-recipe-v2,retain_conditional_evidence,2,16384,legacy_whole_microbatch,20010912,20000000,1199,c0884a102fd5f3dce0002c1e21a9c4acf2d5b241a56638976e4c3a04eb20e78d,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""whole_microbatch_global_batch_overshoot""]","[""WSD/400K warmup 是本地共同对照，不能称为 Kimi 官方配方"", ""单种子和单因素结果不能直接合并为最优配方"", ""共卡与独占吞吐不可直接比较"", ""主动停止的 Qwen MTP 0.2 未完成预算""]"
exp-a7e7aaddabe9,local,strategy-shared-gpu-v2/miniqwen4/mtp-0,miniqwen4,training,complete,,source-recipe-v2,retain_conditional_evidence,2,16384,legacy_whole_microbatch,20012550,20000000,1198,c66c42fd7bc99a1b46e61b47fe613228882820a6d3500a63b7ece3ab9063571d,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""whole_microbatch_global_batch_overshoot""]","[""WSD/400K warmup 是本地共同对照，不能称为 Kimi 官方配方"", ""单种子和单因素结果不能直接合并为最优配方"", ""共卡与独占吞吐不可直接比较"", ""主动停止的 Qwen MTP 0.2 未完成预算""]"
exp-0f74ff05563f,local,strategy-shared-gpu-v2/miniqwen4/mtp-0.2,miniqwen4,training,stopped_by_user,,source-recipe-v2,retain_conditional_evidence,2,16384,legacy_whole_microbatch,19380232,20000000,1160,c66c42fd7bc99a1b46e61b47fe613228882820a6d3500a63b7ece3ab9063571d,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""whole_microbatch_global_batch_overshoot""]","[""WSD/400K warmup 是本地共同对照，不能称为 Kimi 官方配方"", ""单种子和单因素结果不能直接合并为最优配方"", ""共卡与独占吞吐不可直接比较"", ""主动停止的 Qwen MTP 0.2 未完成预算""]"
exp-295cbb355e85,local,strategy-single-gpu-v2/minideepseekv4/lower-lr,minideepseekv4,training,complete,,source-recipe-v2,retain_conditional_evidence,2,16384,legacy_whole_microbatch,20013084,20000000,1195,4fd93e0b8d2e8bcebfcc8ffa71c592653d1ac91402fb3c856f6dc4ece6b33520,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""deepseek_muon_lr_argument_unused"", ""whole_microbatch_global_batch_overshoot""]","[""WSD/400K warmup 是本地共同对照，不能称为 Kimi 官方配方"", ""单种子和单因素结果不能直接合并为最优配方"", ""共卡与独占吞吐不可直接比较"", ""主动停止的 Qwen MTP 0.2 未完成预算""]"
exp-d907dd1d9d6c,local,strategy-single-gpu-v2/minideepseekv4/reference,minideepseekv4,training,complete,,source-recipe-v2,retain_conditional_evidence,2,16384,legacy_whole_microbatch,20013084,20000000,1195,4fd93e0b8d2e8bcebfcc8ffa71c592653d1ac91402fb3c856f6dc4ece6b33520,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""deepseek_muon_lr_argument_unused"", ""whole_microbatch_global_batch_overshoot""]","[""WSD/400K warmup 是本地共同对照，不能称为 Kimi 官方配方"", ""单种子和单因素结果不能直接合并为最优配方"", ""共卡与独占吞吐不可直接比较"", ""主动停止的 Qwen MTP 0.2 未完成预算""]"
exp-2b7e958ba177,local,strategy-single-gpu-v2/minikimik3/lower-lr,minikimik3,training,complete,,source-recipe-v2,retain_conditional_evidence,2,16384,legacy_whole_microbatch,20010912,20000000,1199,c0884a102fd5f3dce0002c1e21a9c4acf2d5b241a56638976e4c3a04eb20e78d,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""whole_microbatch_global_batch_overshoot""]","[""WSD/400K warmup 是本地共同对照，不能称为 Kimi 官方配方"", ""单种子和单因素结果不能直接合并为最优配方"", ""共卡与独占吞吐不可直接比较"", ""主动停止的 Qwen MTP 0.2 未完成预算""]"
exp-31d0ecb6d042,local,strategy-single-gpu-v2/minikimik3/reference,minikimik3,training,complete,,source-recipe-v2,retain_conditional_evidence,2,16384,legacy_whole_microbatch,20010912,20000000,1199,c0884a102fd5f3dce0002c1e21a9c4acf2d5b241a56638976e4c3a04eb20e78d,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""whole_microbatch_global_batch_overshoot""]","[""WSD/400K warmup 是本地共同对照，不能称为 Kimi 官方配方"", ""单种子和单因素结果不能直接合并为最优配方"", ""共卡与独占吞吐不可直接比较"", ""主动停止的 Qwen MTP 0.2 未完成预算""]"
exp-0b59ab8bc555,remote-239,mf1-performance-remote-v1/steady-512,minifrontier1,synthetic,running,,mf1-performance,finish_bounded_measurements,,,mf1_whole_example,0,0,0,,,[],"[""512 短序列吞吐不能外推 8K native 多模态"", ""MB 8/16 仍约 68 CE/s，批量大小未解决 reference 调度瓶颈"", ""性能通过不等于正确性或能力通过""]"
